Group,Barcode,SampleName,Peptide,slope,r.seq,nobs
09-N,710373507,09-N_710373507,CDN1A_139_151,10.323925728536084,0.9999672333443632,5
09-N,710373507,09-N_710373507,FIBA_569_581,2.7639326417664756,0.8924390579809944,5
09-N,710373507,09-N_710373507,LIPS_944_956,7.936637939002571,0.9999418515107606,5
09-N,710373507,09-N_710373507,PLEK_106_118,6.709831617760404,0.999897477411571,5
09-N,710373507,09-N_710373507,GRIK2_708_720,10.032695548593082,0.9999215694417228,5
09-N,710373507,09-N_710373507,FOXO3_25_37,5.012703589926215,0.9983055355687488,5
09-N,710373507,09-N_710373507,RBL2_655_667,4.186464677592244,0.9988790800948223,5
09-N,710373507,09-N_710373507,KAP2_92_104,8.69722987019844,0.9999940098219084,5
09-N,710373507,09-N_710373507,RS6_228_240,9.187492138413877,0.9998948456318357,5
09-N,710373507,09-N_710373507,ACM1_444_456,3.308253157990286,0.9981711512693295,5
09-N,710373507,09-N_710373507,BAD_112_124,6.601595612643336,0.9997433430911515,5
09-N,710373507,09-N_710373507,CENPA_1_14,4.853280127361758,0.998049846700771,5
09-N,710373507,09-N_710373507,FRAP_2443_2455,4.5928800943184385,0.9988648714660804,5
09-N,710373507,09-N_710373507,NEK2_172_184,2.689932060322699,0.9852088948787062,5
09-N,710373507,09-N_710373507,PPR1A_28_40,5.984176596524347,0.9982975941932841,5
09-N,710373507,09-N_710373507,ADRB2_338_350,8.489431450707135,0.9999268684241248,5
09-N,710373507,09-N_710373507,KCC2G_278_289,4.884026487256782,0.9970181758970914,5
09-N,710373507,09-N_710373507,RYR1_4317_4329,7.943620612148686,0.9998598965339192,5
09-N,710373507,09-N_710373507,ACM4_456_468,3.500898235932682,0.9988901220865705,5
09-N,710373507,09-N_710373507,BAD_69_81,3.991468366378883,0.996171745773641,5
09-N,710373507,09-N_710373507,KAPCG_192_206,2.799556551497197,0.9919210315436731,5
09-N,710373507,09-N_710373507,MARCS_152_164,3.500898235932682,0.9988901220865705,5
09-N,710373507,09-N_710373507,PRKDC_2618_2630,3.7579088541387056,0.9989487593028,5
09-N,710373507,09-N_710373507,REL_260_272,7.717870381484877,0.999980755539449,5
09-N,710373507,09-N_710373507,KCNA1_438_450,5.035291912251202,0.9997067710729333,5
09-N,710373507,09-N_710373507,SCN7A_898_910,7.745024179216411,0.9998962025927386,5
09-N,710373507,09-N_710373507,ACM5_494_506,4.666542240047118,0.9989281342699293,5
09-N,710373507,09-N_710373507,BAD_93_105,4.998297704769,0.998599695162267,5
09-N,710373507,09-N_710373507,CSF1R_701_713,8.503375739538924,0.9998197418647067,5
09-N,710373507,09-N_710373507,GPR6_349_361,4.031967728658636,0.9994933982209103,5
09-N,710373507,09-N_710373507,KCNA2_442_454,4.8199380514952175,0.995835814395791,5
09-N,710373507,09-N_710373507,MARCS_160_172,3.7639326417664756,0.9990941854414401,5
09-N,710373507,09-N_710373507,NMDZ1_890_902,8.734837411097164,0.9999752681575999,5
09-N,710373507,09-N_710373507,PTK6_436_448,8.418409555367527,0.9999421241809314,5
09-N,710373507,09-N_710373507,CAC1C_1974_1986,8.830799194708874,0.9999109268057195,5
09-N,710373507,09-N_710373507,KPB1_1011_1023,8.637786843835748,0.9999773404688457,5
09-N,710373507,09-N_710373507,ACM5_498_510,4.100216029630908,0.9987320658020379,5
09-N,710373507,09-N_710373507,BCKD_45_57,4.901436165516411,0.9955978810785072,5
09-N,710373507,09-N_710373507,GPSM2_394_406,7.51048428476188,0.9998298447073343,5
09-N,710373507,09-N_710373507,KCNA3_461_473,3.727406765741362,0.9955234131954264,5
09-N,710373507,09-N_710373507,MBP_222_234,3.886789389552009,0.9895292678214953,5
09-N,710373507,09-N_710373507,NOS3_1171_1183,7.387285798590049,0.9998950829449268,5
09-N,710373507,09-N_710373507,STK6_283_295,9.346053710103552,0.999831333549755,5
09-N,710373507,09-N_710373507,CFTR_730_742,9.17685526887443,0.9999920985208495,5
