UniprotID	Score
P17612	2.7936517617113896
Q04759	2.894685756143338
P10398	3.4634920994268352
P15056	3.4634920994268352
Q13237	2.814598189284921
Q9UQ88	3.095509215164529
P16066	2.7368519591151936
P22694	2.8937221107489144
Q05655	2.8001741467165133
P05771	2.7200912576785106
Q13554	3.1414636631876363
P50613	2.8914784365839528
Q13153	2.9167161977975566
P17252	2.6105822866196773
P04049	2.7537084475534837
Q9P1W9	2.3378107115295146
Q13976	2.4451760370719
P51817	2.472390190336671
P49137	2.385055337251242
O75676	2.8652178174935585
Q02156	2.5661269502185378
Q16644	2.3290354536077302
P41743	2.5661269502185378
Q96BR1	2.7434256387672926
P48729	2.741018923859793
P31751	2.410674257415774
Q86SG6	2.629833258660268
P05129	2.4432255549333304
Q05513	2.4691444021377125
Q9HBY8	2.498492912093232
P28482	2.207369027653717
P31749	2.337530083129822
Q9UPZ9	2.342563598383595
P11309	2.104850880701739
Q9UHD2	2.342563598383595
P20794	2.342563598383595
P27361	2.1646413468575942
Q8NI60	2.2056619855228745
P24941	2.144001905413089
P45984	2.133947641907271
O00141	2.205009450544297
O43930	2.1490561423831513
P53779	2.0973582264660124
P45983	2.0973582264660124
O76039	2.1692488137913233
P24723	2.0963071749426883
Q00526	2.1301771050202243
P06493	2.0887037620526963
O75582	2.095833485082649
P23443	2.1742038651210143
Q15349	2.0604366491989947
Q92772	2.060956861737489
Q16539	2.0066197097076937
Q96GD4	1.9756960861344612
Q00535	1.95926798683488
Q13164	1.908254717405344
Q9UBS0	1.9662608937178048
Q15759	1.9225496506959685
P51812	1.9001870436133008
P53778	1.8946992861710823
Q15418	1.8521526405858024
Q9UK32	1.7190989789842517
O15264	1.764274245714255
Q8N568	1.5285705380453265
O14757	1.518064396859557
O96017	1.449620961757418
Q16512	0.5952991419160506
