UniprotID	Score
P53778	1.5582381306874094
O15264	1.1423594622462692
Q9Y243	1.1339775237719778
P24941	1.336762536983122
P17612	0.5770813988501021
P17252	0.7430583081866842
O60285	-1.1513925713156812
Q00534	1.0596719084557606
P05771	0.7594383020407851
P11802	0.9162470368309
Q15759	0.965760275761428
Q05655	0.7117530499787271
Q13164	0.8439964788026927
O43930	0.8817083226082717
P45984	0.8674522644707213
P24723	0.7277712794247445
Q16566	0.7750483870415683
Q8N568	0.7007521261265327
P53779	0.7111963849494687
P45983	0.7111963849494687
Q9HBY8	0.6639669441584418
O75582	0.5557241342644607
Q96BR1	0.7034564427238232
Q13131	0.6677586060477568
P27361	0.7721590928712677
Q9UBS0	0.5536082289880716
O96017	0.6276888526787272
O76039	0.5559838366807113
P28482	0.7721590928712677
Q13557	0.7091427501282646
O00141	0.6134541402763732
Q9Y2H1	0.6999082567570362
Q00526	0.8217100033331383
Q32MK0	0.7743577209716165
O15111	0.732952022838351
Q02156	0.5655250741847895
Q9UQM7	0.6437385802973952
Q13555	0.6476921088625579
P51817	0.5209414429909609
O43293	-0.7594204613362937
P20594	0.6081892754395091
O75676	0.7070195972581104
Q16512	0.677765394151632
Q04759	0.5513378295421917
Q16513	0.6755276046998183
P16066	0.5165916312699985
P05129	0.5117005098198293
P48730	0.5900742538805949
P49674	0.5900742538805949
P22694	0.4983767021859954
P31751	0.4840177298088835
Q9UK32	0.4256800438713342
Q13237	0.4763327642959389
Q13976	0.46871178606670666
Q16539	0.4996068196740356
P50613	0.5178306332127238
Q05513	0.4631300701205975
Q96Q40	0.4430010551739933
P48729	0.58212998304869
Q15131	0.44993888482909367
P31749	0.4376548538307152
P78527	0.43337172235395455
P68400	-0.4239502523608499
P11801	0.36696235772852936
Q13535	0.35305891135365236
Q9H4B4	0.32630356157480767
P06493	0.5164704378463586
Q9Y478	0.3141966523714089
Q15349	0.3798636731054844
P10398	-0.5404047544107112
P15056	-0.5404047544107112
Q86V86	-0.5404047544107112
P49137	0.3618945700103248
P42345	0.46717625919399025
Q16644	0.3739280875344227
P04049	-0.42476727671098224
Q00532	0.383133103463976
O14965	-0.3774207225855209
P11309	0.3608633260151487
P51812	0.37033235921020713
P50750	-0.32675422341079985
Q13464	-0.3254800254293382
Q14004	-0.309238371889513
P49841	0.272897307178474
Q15139	0.29360120499925757
Q13554	0.30928749959229523
Q00537	-0.2731466857165718
O14757	0.2803742369715743
O75116	0.2232827705964514
Q13153	-0.19810953302325723
O94921	0.20793585897050937
Q14164	0.19057215333710656
Q9UQ88	0.13850498037207168
P41743	0.19979354030129767
P53355	-0.15751330528721175
P23443	0.2611782576820411
Q86SG6	-0.12966098416275776
O14920	-0.05875725953615645
Q00535	0.09987167664273822
Q15418	0.159461273289707
Q9P1W9	0.27675240599562406
Q96GD4	-0.08533358735898804
Q8NI60	-0.04815788026831188
