UniprotID	Score
P17612	-3
Q13164	3.000000000000001
Q9UPZ9	2.4822865880897913
Q13237	-2.727763975804462
Q9UHD2	2.4822865880897913
P20794	2.4822865880897913
Q92772	2.754733324647635
Q9UBS0	-2.9491084674427572
O76039	2.5184327149709196
Q86SG6	2.1141617266171258
Q9P1W9	-2.201429424918362
P53778	1.924364359697889
P11309	-1.7753278471583536
Q05655	-2.7777458149169183
Q13976	-2.2023874423009318
Q8N568	-2.850355181606974
P24941	1.1045539537352331
O75582	-1.958837847909407
P05771	-2.129330725537443
P51817	-1.8721617006829652
Q04759	-1.7205398148003455
Q15418	-1.6659821895473685
P41743	-1.7233502783187866
O15264	0.6095339246879257
P22694	-1.8330188631271378
P06493	0.7609104156924298
P05129	-2.189412776392814
Q16644	-1.4632725081934557
P45983	0.3655738960589878
P53779	0.3655738960589878
O14757	-1.5998593825648582
Q00526	0.6626284267475397
P45984	0.3655738960589878
Q05513	-1.863597950365995
P27361	0.2642794252855025
P50613	-0.7614940333226485
Q15759	0.4373948314633509
Q96BR1	-1.7539505540328189
P48729	0.7442438562051557
O75676	0.828045502031848
Q16539	0.33775229138441487
Q8NI60	-1.4149575280274713
P17252	-1.4630366228613942
O96017	-1.2166065839336282
Q13554	-0.014384569013055959
Q16512	0.23723893559287568
P28482	0.0911857254984767
Q96GD4	-1.3526437198813053
P16066	-1.2425591469549633
P24723	-1.3064970213051057
Q9UK32	-0.21996290672145458
Q9HBY8	-1.1068988026124853
Q02156	-1.0373167284323634
P51812	-0.05357545629483429
P31751	-0.9360603450653917
P31749	-0.9360603450653917
P49137	-0.8276481511308891
O43930	-0.9105952562055171
P04049	-1.003682199437649
Q13153	-0.3449077246005037
O00141	-1.1140286504110968
Q15349	-0.7300367630126448
Q00535	-0.38826593499466666
P23443	-0.5498723173332527
Q9UQ88	-0.5437471070835866
P10398	-0.5550175045525552
P15056	-0.5550175045525552
