Kinase Name,Kinase Uniprot ID,Kinase Group,Kinase Family,Mean Significance Score,Mean Specificity Score,Median Final score,Max Final score,Median Kinase Statistic,Mean Kinase Statistic,SD Kinase Statitistic,Median Kinase Change,Mean peptide set size
RPS6KA1,Q15418,AGC-CAMK,RSK,0.34231582600227717,1.9479327390269079,2.3353580244438743,3.063486257521107,-0.21665233124031477,-0.21881405288757644,0.01117649651420376,-0.1430539080357396,9
DCLK2,Q8N568,CAMK,DCAMKL,0.4360267884550145,1.770173555161327,2.0391047571709064,3.2426039712069756,-0.3126278360358137,-0.3224741720504067,0.06102262020064817,-0.2424220205030885,4
RPS6KA6,Q9UK32,AGC-CAMK,RSK,0.3237056731185781,1.338116813836633,1.8389846770610407,2.1112590393171073,-0.23687215060761455,-0.22323290755220598,0.03179579229655925,-0.20935510693419307,6
RPS6KB2,Q9UBS0,AGC,RSK,0.3083228609387877,1.3071858950060498,1.6273057025080484,2.21838821750685,-0.22042082763544005,-0.22525311616214894,0.07984334820797569,-0.17714911634201103,6
MAPKAPK3,Q16644,CAMK,MAPKAPK,0.1514490277426372,1.2986874899447238,1.5826279651476787,1.667965722972482,-0.13242481292052127,-0.12510323572018037,0.016156287818430527,-0.1066739228498581,14
RPS6KA4,O75676,AGC-CAMK,RSK,0.33947018539665974,1.0801981352645815,1.4196683206612413,1.4650605508482384,0.27514361454316255,0.27514361454316255,0,0.15867713272758768,3
NEK8,Q86SG6,NEK,NEK,0.3324986287433574,0.9681756648579473,1.2930351057793479,1.3967256833858586,0.2762891935344998,0.2762891935344998,0,0.1317740709907748,3
CHEK1,O14757,CAMK,CAMKL,0.298916996106611,0.9702318079614205,1.2835292062742008,1.353792387793315,-0.2314429840151208,-0.2314429840151208,0,-0.23664890853027964,4
CDKL2,Q92772,CMGC,CDKL,0.33199505967748316,0.9362536592257132,1.2810857623823235,1.3053597079807264,0.266281532797677,0.266281532797677,0,0.1298827067884097,3
PRKACA,P17612,AGC,PKA,0.1484023446331595,1.1745220744501073,1.240785568765756,1.7284371745676945,-0.1152286966531469,-0.12587805139166355,0.022715595992847372,-0.059207757150222244,14
MAPK7,Q13164,CMGC,MAPK,0.26208903444502774,0.8868386238336297,1.1762881017140199,1.3555614105321614,0.22251216372457325,0.21378924816446493,0.053547563181523185,0.1475969931343773,5
CHEK2,O96017,CAMK,RAD53,0.21413202075213442,0.8879652229772744,1.102043189993048,1.353086791404306,-0.1682615359190455,-0.16989323993592234,0.034696268164154324,-0.17329318935421614,7
RPS6KA2,Q15349,AGC-CAMK,RSK,0.15715628924449979,0.7495861294010709,1.0671205421762007,1.803547458296611,-0.14132671320883902,-0.1248193907819484,0.04912838769750449,-0.13157139998418055,7
PIM1,P11309,CAMK,PIM,0.08320843921793024,0.982362665341445,1.0479829099525737,1.2341824846900817,-0.06966178642460985,-0.07005332817597695,7.769415765120346e-4,-0.042454340730873424,22
CSNK1A1,P48729,CK1,CK1,0.2506007709706543,0.6524065971183779,0.9062982151944514,0.9300360621492373,0.21537773047429787,0.21537773047429787,0,0.07286685127746366,3
MAPKAPK2,P49137,CAMK,MAPKAPK,0.12897695162494746,0.8609157578976487,0.863710771423283,1.2650722203529532,-0.10663894490916287,-0.10523266710036042,0.01195168464605574,-0.09640889310226418,12
PIM2,Q9P1W9,CAMK,PIM,0.07981304574041254,0.612495771760147,0.8063745815071206,1.0976054406697076,-0.07981862324245692,-0.06929371674845086,0.020977248776460563,-0.025192970751428057,15
