UniprotID	Score
P24941	0.5543413840481124
P45984	0.5131691162202028
Q9UBS0	0.40373285162388184
P53779	0.45649417042384566
P45983	0.45649417042384566
P17252	0.3801248326569631
O43930	0.46529893221340496
P53778	0.4789813453304941
P51817	0.3791550591429401
O15264	0.42453635731739486
Q13237	0.35532650114399006
P17612	0.3397444011378166
P27361	0.41047561810176514
P20594	0.4109885469133543
P05771	0.36777062554241374
P48729	0.3976669883288955
Q16539	0.39589692426411904
Q9HBY8	0.3572064411735307
P11801	0.42413073166722937
O75676	0.4242462120787757
P11802	0.4205881449680948
Q9Y243	0.37211561907464513
P16066	0.3546719082946267
Q8N568	0.3618789718436593
Q32MK0	0.3969338995389939
Q00534	0.40311154458948945
Q96BR1	0.35145838582350336
Q13164	0.3765219157141429
P42345	0.36738277444610007
Q9UQM7	0.354540100226744
Q96GD4	0.3557612526507952
O14757	0.3519233837591169
P28482	0.36303215616475715
P22694	0.33198232674744044
Q00526	0.3722205574097964
P49137	0.3302507179932639
Q9Y2H1	0.3490102502963767
Q16644	0.32883638393644643
Q00532	0.360537443392608
Q13554	0.34193799353981696
P06493	0.33693061020038334
O96017	0.3257605817328344
Q13976	0.3180258022150778
Q13131	0.3234625429765619
P05129	0.32124745943997446
O00141	0.3078721902788975
P50613	0.2979885916635966
Q05655	0.3137394408386262
Q16566	0.3137523312196391
P11309	0.31220583517839323
P23443	0.307982101384128
Q9UK32	0.28425688245703407
Q13535	0.3101701472399822
O75582	0.3067110682478889
Q13555	0.295409634923979
P31751	0.29011671329516175
P24723	0.2853153723753441
O76039	0.238439578352614
Q13557	0.2795995886936003
P78527	0.2732663270542425
Q14164	0.2659117138478532
P51812	0.27302657746550635
Q9P1W9	0.2848200763465126
O15111	0.2621419134049977
Q15349	0.26319763693533155
Q9UQ88	0.2224175119388845
Q15418	0.2594722856486602
Q04759	0.27251626608686846
P48730	0.24433497574936464
Q15131	0.24156986611194853
P49674	0.24433497574936464
Q16512	0.2402613882067948
Q15759	0.1928917536317556
Q9H4B4	0.21836257512521337
P68400	0.16696051267488568
P10398	-0.1758435464675628
P15056	-0.1758435464675628
Q86V86	-0.1758435464675628
P31749	0.265972178057121
O94921	0.21462183267524224
Q05513	0.2195316547697567
O60285	-0.14551915499256893
Q16513	0.21335593934952984
Q02156	0.22236907879025591
Q13464	0.105438099415561
Q96Q40	0.2125986944624126
Q8NI60	0.1090545090902168
P53355	0.15814949457664246
Q15139	0.14776753025842215
Q00537	-0.03003300002207544
Q00535	0.14009006311688582
O43293	0.10662790476485202
Q86SG6	0.12729414040660317
Q9Y478	0.1171518678731938
O14965	0.08423259402985499
O75116	0.08030709751462708
P41743	0.10399642679381056
P50750	-0.01382487330651574
Q13153	0.07405359170488526
P49841	0.089043475575578
O14920	0.05459390003367592
Q14004	0.00423776647963477
P04049	0.02962660495442924
